OCCURRENCES,ARRIVAL_AIRPORT_IATA,DEPARTURE_AIRPORT_IATA,DEPARTURE_DATE,ARRIVAL_AIRPORT_DESCRIPTION,DEPARTURE_AIRPORT_DESCRIPTION,ARRIVAL_CITY,DEPARTURE_CITY,ARRIVAL_COUNTRY_CODE,DEPARTURE_COUNTRY_CODE,ARRIVAL_COUNTRY,DEPARTURE_COUNTRY,ALARM_REASON,OPERATOR_NOTES,RISK_FLAG,DEPARTURE_COUNTRY_FULL,ARRIVAL_COUNTRY_CODE_FULL,ZONE_3,ARRIVAL_COUNTRY_PERCENTAGE,TOTAL_FLIGHTS
Voli con Allarmi,VCE,BHX,2024-01-05 13:40:00,Venezia Marco Polo,Birmingham International,Venezia,Birmingham,ITA,,Italia,Regno Unito,Manuale,No information provided,LOW,Regno Unito,ITA,4,Italia,1.0
Nulla a procedere SDI,FCO,DOH,2024-01-31 15:35:00,Fiumicino,Hamad International,Roma,Doha,ITA,QAT,Italia,Qatar,SDI,No information provided,LOW,Qatar,ITA,5,Italia,15.0
Allarmi generati da BCS,MXP,SSH,2024-02-16 13:40:00,Malpensa,Sharm El-Sheikh International,Milano,Sharm El Sheikh,ITA,EGY,Italia,Egitto,SDI,No information provided,LOW,Egitto,ITA,2,Italia,13.0
Voli disponibili in ingresso al Sistema,FCO,LGW,2024-01-24 21:15:00,Fiumicino,London Gatwick,Roma,London,ITA,,Italia,Regno Unito,Manuale,No information provided,LOW,Regno Unito,ITA,5,Italia,1.0
Allarmi Chiusi,BGY,STN,2024-02-11 12:00:00,Orio Al Serio,Stansted,Bergamo,London,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,2,Italia,1.0
Allarmi Chiusi,LIN,LHR,2024-02-18 11:45:00,Linate,London Heathrow,Milano,London,ITA,,Italia,Regno Unito,INTERPOL,No information provided,LOW,Regno Unito,ITA,2,Italia,2.0
Voli con Allarmi,FCO,EWR,2024-01-02 17:40:00,Fiumicino,Newark Liberty International,Roma,Newark,ITA,,Italia,Stati Uniti,SDI,No information provided,LOW,Stati Uniti,ITA,5,Italia,1.0
Notifica Atti/Provv,MXP,CGO,2024-02-26 14:50:00,Malpensa,Zhengzhou,Milano,Zhengzhou,ITA,CHN,Italia,Cina,TSC,No information provided,LOW,Cina,ITA,2,Italia,1.0
Viaggiatori entrati nel Sistema,CTA,TIA,2024-02-26 20:30:00,Fontanarossa,Rinas Mother Teresa,Catania,Tirana,ITA,ALB,Italia,Albania,SDI,No information provided,LOW,Albania,ITA,7,Italia,66.0
"Voli solo visualizzati, ma NON investigati",BGY,EDI,2024-01-14 16:15:00,Orio Al Serio,Edinburgh,Bergamo,Edinburgh,ITA,,Italia,Regno Unito,Manuale,No information provided,LOW,Regno Unito,ITA,2,Italia,1.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),FCO,TIA,2024-02-04 06:10:00,Fiumicino,Rinas Mother Teresa,Roma,Nan,ITA,ALB,Italia,Albania,No information provided,No information provided,LOW,Albania,ITA,5,Italia,1.0
Viaggiatori investigati,FCO,ADD,2024-01-03 22:40:00,Fiumicino,Bole International,Roma,Addis Ababa,ITA,ETH,Italia,Etiopia,NSIS,No information provided,LOW,Etiopia,ITA,5,Italia,0.0
Viaggiatori investigati,FCO,DXB,2024-01-19 08:55:00,Fiumicino,Dubai International,Roma,Dubai,ITA,,Italia,Emirati Arabi Uniti,TSC,No information provided,LOW,Emirati Arabi Uniti,ITA,5,Italia,328.0
Voli disponibili in ingresso al Sistema,FCO,IST,,Fiumicino,Havalimani,Roma,Istanbul,ITA,,Italia,Turchia,Manuale,No information provided,LOW,Turchia,ITA,5,Italia,
"Voli solo visualizzati, ma NON investigati",FCO,EZE,2024-02-11 13:45:00,Fiumicino,Nan,Roma,Buenos Aires,ITA,ARG,Italia,Argentina,No information provided,No information provided,LOW,Argentina,ITA,5,Italia,1.0
Viaggiatori con Allarmi,BRI,TIA,2024-01-23 16:40:00,Palese,Rinas Mother Teresa,Bari,Tirana,ITA,ALB,Italia,Albania,SDI,No information provided,LOW,Albania,ITA,9,Italia,9.0
Voli disponibili in ingresso al Sistema,BGY,TIA,2024-02-27 22:05:00,Orio Al Serio,Rinas Mother Teresa,Bergamo,Tirana,ITA,ALB,Italia,Albania,INTERPOL,No information provided,LOW,Albania,ITA,2,Italia,1.0
Allarmi generati da SDI/NSIS,CTA,SSH,2024-01-01 11:40:00,Fontanarossa,Sharm El-Sheikh International,Catania,Sharm El Sheikh,ITA,EGY,Italia,Egitto,Manuale,No information provided,LOW,Egitto,ITA,7,Italia,11.0
Viaggiatori entrati nel Sistema,FCO,IST,2024-01-21 13:05:00,Fiumicino,Havalimani,Roma,Istanbul,ITA,,Italia,Turchia,NSIS,No information provided,LOW,Turchia,ITA,5,Italia,134.0
Allarmi Rilevanti,BLQ,TIA,2024-02-18 00:00:00,Guglielmo Marconi,Rinas Mother Teresa,Bologna,Tirana,ITA,ALB,Italia,Albania,Manuale,No information provided,MEDIUM,Albania,ITA,8,Italia,1.0
Voli con Allarmi,FCO,TUN,2024-02-14 11:25:00,Fiumicino,Carthage,Roma,Nd,ITA,TUN,Italia,Tunisia,TSC,No information provided,LOW,Tunisia,ITA,5,Italia,1.0
Voli con Allarmi,BGY,TIA,2024-01-04 21:55:00,Orio Al Serio,Rinas Mother Teresa,Bergamo,Tirana,ITA,ALB,Italia,Albania,Manuale,No information provided,LOW,Albania,ITA,2,Italia,1.0
Viaggiatori entrati nel Sistema,VCE,LHR,2024-02-13 13:40:00,Venezia Marco Polo,London Heathrow,Venezia,London,ITA,,Italia,Regno Unito,INTERPOL,No information provided,LOW,Regno Unito,ITA,4,Italia,163.0
Viaggiatori investigati,FCO,AUH,2024-02-12 17:45:00,Fiumicino,Abu Dhabi International,Roma,Abu Dhabi,ITA,,Italia,Emirati Arabi Uniti,No information provided,No information provided,LOW,Emirati Arabi Uniti,ITA,5,Italia,172.0
Nulla a procedere SDI,FCO,SZX,2024-02-08 00:00:00,Fiumicino,Shenzhen,Roma,Shenzhen,ITA,CHN,Italia,Cina,Manuale,No information provided,LOW,Cina,ITA,5,Italia,5.0
Allarmi generati da SDI/NSIS,BGY,STN,2024-02-29 06:00:00,Orio Al Serio,Stansted,Bergamo,London,ITA,,Italia,Regno Unito,TSC,No information provided,LOW,Regno Unito,ITA,2,Italia,4.0
Viaggiatori investigati,CIA,STN,2024-01-14 00:00:00,Ciampino,Stansted,Roma,London,ITA,,Italia,Regno Unito,NSIS,No information provided,LOW,Regno Unito,ITA,5,Italia,167.0
Allarmi Rilevanti,PSA,RAK,2024-02-04 06:05:00,Galileo Galilei,Menara,Pisa,Marrakech,ITA,MAR,Italia,Marocco,NSIS,No information provided,LOW,Marocco,ITA,8,Italia,2.0
Allarmi generati da SDI/NSIS,GOA,STN,2024-02-02 18:05:00,Cristoforo Colombo,Stansted,Genova,London,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,1,Italia,5.0
Allarmi generati da SDI/NSIS,TRN,TIA,2024-01-02 06:55:00,Sandro Pertini,Rinas Mother Teresa,Torino,Tirana,ITA,ALB,Italia,Albania,NSIS,No information provided,LOW,Albania,ITA,1,Italia,34.0
Voli con Allarmi,MXP,LHR,2024-01-13 07:35:00,Malpensa,London Heathrow,Milano,London,ITA,,Italia,Regno Unito,Manuale,No information provided,LOW,Regno Unito,ITA,2,Italia,1.0
Viaggiatori con Allarmi,FCO,TLV,2024-02-05 06:10:00,Fiumicino,Ben Gurion International,Roma,Tel Aviv,ITA,ISR,Italia,Israele,TSC,No information provided,LOW,Israele,ITA,5,Italia,1.0
Voli con Allarmi,FCO,PVG,,Fiumicino,Pu Dong,Roma,Shanghai,ITA,CHN,Italia,Cina,SDI,No information provided,LOW,Cina,ITA,5,Italia,1.0
Viaggiatori investigati,FCO,EZE,2024-01-28 22:40:00,Fiumicino,Ezeiza Ministro Pistarini,Roma,Buenos Aires,ITA,ARG,Italia,Argentina,INTERPOL,No information provided,LOW,Argentina,ITA,5,Italia,213.0
Voli disponibili in ingresso al Sistema,FCO,ALG,2024-01-01 05:25:00,Fiumicino,Houari Boumediene,Roma,Algiers,ITA,DZA,Italia,Algeria,SDI,No information provided,LOW,Algeria,ITA,5,Italia,1.0
"Voli solo visualizzati, ma NON investigati",BGY,STN,2024-01-17 11:55:00,Orio Al Serio,Stansted,Bergamo,London,ITA,,Italia,Regno Unito,Manuale,No information provided,LOW,Regno Unito,ITA,2,Italia,1.0
Allarmi generati da SDI/NSIS,FCO,PVG,2024-01-30 12:35:00,Fiumicino,Pu Dong,Roma,Shanghai,ITA,CHN,Italia,Cina,INTERPOL,No information provided,LOW,Cina,ITA,5,Italia,12.0
Viaggiatori investigati,CIA,STN,2024-02-16 00:00:00,Ciampino,Stansted,Roma,London,ITA,,Italia,Regno Unito,TSC,No information provided,LOW,Regno Unito,ITA,5,Italia,182.0
Viaggiatori entrati nel Sistema,TRN,STN,2024-02-25 18:50:00,Sandro Pertini,Stansted,Torino,London,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,1,Italia,169.0
Viaggiatori entrati nel Sistema,MXP,AUH,2024-02-10 00:00:00,Malpensa,Abu Dhabi International,Milano,Abu Dhabi,ITA,,Italia,Emirati Arabi Uniti,TSC,No information provided,LOW,Emirati Arabi Uniti,ITA,2,Italia,284.0
Viaggiatori con Allarmi,FCO,TPE,2024-02-15 23:25:00,Fiumicino,Taiwan Taoyuan International,Roma,Taipei,ITA,TWN,Italia,Taiwan,INTERPOL,No information provided,LOW,Taiwan,ITA,5,Italia,5.0
Viaggiatori con Allarmi,CIA,EDI,2024-01-26 06:15:00,Ciampino,Edinburgh,Roma,Edinburgh,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,5,Italia,4.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),BGY,TIA,2024-02-07 20:35:00,Orio Al Serio,Rinas Mother Teresa,Bergamo,Tirana,ITA,ALB,Italia,Albania,SDI,No information provided,LOW,Albania,ITA,2,Italia,1.0
Allarmi generati da SDI/NSIS,BGY,STN,2024-02-18 00:00:00,Orio Al Serio,Stansted,Bergamo,London,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,2,Italia,5.0
Voli disponibili in ingresso al Sistema,MXP,MCT,2024-01-18 14:15:00,Malpensa,Unknown,Milano,Muscat,ITA,OMN,Italia,Oman,TSC,No information provided,LOW,Oman,ITA,2,Italia,1.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),BRI,STN,2024-01-18 19:55:00,Palese,Stansted,Bari,London,ITA,,Italia,Regno Unito,SDI,No information provided,LOW,Regno Unito,ITA,9,Italia,1.0
Voli con Allarmi,NAP,TUN,2024-01-05 09:45:00,Napoli Capodichino,Carthage,Napoli,Tunis,ITA,TUN,Italia,Tunisia,TSC,No information provided,LOW,Tunisia,ITA,6,Italia,1.0
Allarmi Chiusi,MXP,SPX,2024-02-02 12:05:00,Malpensa,Sphinx International,Milano,Giza,ITA,EGY,Italia,Egitto,NSIS,No information provided,LOW,Egitto,ITA,2,Italia,40.0
Allarmi Chiusi con Azione (CC.xx),MXP,MCT,2024-02-07 00:00:00,Malpensa,Seeb,Milano,Muscat,ITA,OMN,Italia,Oman,No information provided,No information provided,LOW,Oman,ITA,2,Italia,1.0
Voli con Allarmi,VRN,TIA,2024-01-03 17:00:00,Verona Villafranca,Rinas Mother Teresa,Verona,Tirana,ITA,ALB,Italia,Albania,NSIS,No information provided,LOW,Albania,ITA,4,Italia,1.0
Voli disponibili in ingresso al Sistema,TRN,STN,2024-02-25 18:50:00,Sandro Pertini,Stansted,Torino,London,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,1,Italia,1.0
Viaggiatori entrati nel Sistema,BGY,SAW,2024-02-10 17:25:00,Orio Al Serio,Nan,Bergamo,Istanbul,ITA,,Italia,Turchia,NSIS,No information provided,LOW,Turchia,ITA,2,Italia,49.0
Voli disponibili in ingresso al Sistema,BGY,RAK,2024-01-27 15:35:00,Orio Al Serio,Menara,Bergamo,Marrakech,ITA,MAR,Italia,Marocco,NSIS,No information provided,LOW,Marocco,ITA,2,Italia,1.0
"Voli solo visualizzati, ma NON investigati",FCO,ALG,2024-01-07 05:25:00,Fiumicino,Houari Boumediene,Roma,Algiers,ITA,DZA,Italia,Algeria,NSIS,No information provided,LOW,Algeria,ITA,5,Italia,1.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),CTA,TIA,2024-02-15 11:50:00,Fontanarossa,Rinas Mother Teresa,Catania,Tirana,ITA,ALB,Italia,Albania,SDI,No information provided,LOW,Albania,ITA,7,Italia,
Allarmi generati da SDI/NSIS,BGY,STN,2024-01-13 12:00:00,Orio Al Serio,Stansted,Bergamo,London,ITA,,Italia,Regno Unito,NSIS,No information provided,LOW,Regno Unito,ITA,2,Italia,3.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),BLQ,IST,2024-01-11 09:25:00,Guglielmo Marconi,Havalimani,Bologna,Istanbul,ITA,,Italia,Turchia,No information provided,No information provided,LOW,Turchia,ITA,8,Italia,1.0
Voli con Allarmi,BGY,STN,2024-01-12 07:15:00,Orio Al Serio,Stansted,Bergamo,London,ITA,,Italia,Regno Unito,INTERPOL,No information provided,LOW,Regno Unito,ITA,2,Italia,1.0
Allarmi Chiusi,MXP,CMN,2024-01-02 13:00:00,Malpensa,Mohamed V,Milano,Casablanca,ITA,MAR,Italia,Marocco,TSC,No information provided,LOW,Marocco,ITA,2,Italia,19.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),FCO,BEG,2024-01-24 06:10:00,Fiumicino,Nikola Tesla,Roma,Belgrade,ITA,SRB,Italia,Serbia,NSIS,No information provided,LOW,Serbia,ITA,5,Italia,1.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),AOI,TIA,2024-02-28 11:20:00,Falconara,Rinas Mother Teresa,Ancona,Tirana,ITA,ALB,Italia,Albania,TSC,No information provided,LOW,Albania,ITA,8,Italia,1.0
Nulla a procedere SDI,FCO,PEK,2024-01-09 13:25:00,Fiumicino,Beijing Capital International,Roma,Beijing,ITA,CHN,Italia,Cina,TSC,No information provided,LOW,Cina,ITA,5,Italia,25.0
Voli disponibili in ingresso al Sistema,VRN,TIA,2024-02-26 21:25:00,Verona Villafranca,Rinas Mother Teresa,Verona,Tirana,ITA,ALB,Italia,Albania,TSC,No information provided,LOW,Albania,ITA,4,Italia,1.0
"Voli solo visualizzati, ma NON investigati",CIA,TNG,2024-02-17 09:30:00,Ciampino,Ibn Batouta,Roma,Tangier,ITA,MAR,Italia,Marocco,TSC,No information provided,LOW,Marocco,ITA,5,Italia,1.0
Viaggiatori entrati nel Sistema,PEG,TIA,2024-02-08 15:20:00,Sant Egidio,Rinas Mother Teresa,Perugia,Tirana,ITA,ALB,Italia,Albania,Manuale,No information provided,LOW,Albania,ITA,5,Italia,224.0
Allarmi generati da SDI/NSIS,MXP,LRM,2024-02-03 19:50:00,Malpensa,Casa De Campo International,Milano,La Romana,ITA,,Italia,Repubblica Dominicana,INTERPOL,No information provided,LOW,Repubblica Dominicana,ITA,2,Italia,26.0
Allarmi generati da SDI/NSIS,BLQ,TIA,2024-01-22 11:15:00,Guglielmo Marconi,Rinas Mother Teresa,Bologna,Tirana,ITA,ALB,Italia,Albania,INTERPOL,No information provided,LOW,Albania,ITA,8,Italia,37.0
Viaggiatori con Allarmi,BGY,BRS,2024-02-12 18:10:00,Orio Al Serio,Bristol,Bergamo,Bristol,ITA,,Italia,Regno Unito,SDI,No information provided,LOW,Regno Unito,ITA,2,Italia,3.0
"Voli solo visualizzati, ma NON investigati",FCO,CAI,2024-01-03 04:30:00,Fiumicino,Cairo International,Roma,Cairo,ITA,EGY,Italia,Egitto,No information provided,No information provided,LOW,Egitto,ITA,5,Italia,1.0
Voli disponibili in ingresso al Sistema,MXP,RAK,2024-01-12 20:40:00,Malpensa,Menara,Milano,Marrakech,ITA,MAR,Italia,Marocco,No information provided,No information provided,LOW,Marocco,ITA,2,Italia,1.0
Voli con Allarmi,VCE,LHR,2024-01-24 13:40:00,Venezia Marco Polo,London Heathrow,Venezia,London,ITA,,Italia,Regno Unito,NSIS,No information provided,LOW,Regno Unito,ITA,4,Italia,1.0
"Voli solo visualizzati, ma NON investigati",FCO,ICN,2024-01-21 14:05:00,Fiumicino,Incheon International,Roma,Seoul,ITA,,Italia,Corea Del Sud,No information provided,No information provided,LOW,Corea Del Sud,ITA,5,Italia,1.0
Allarmi generati da SDI/NSIS,FCO,AUH,2024-02-10 14:40:00,Fiumicino,Abu Dhabi International,Roma,Abu Dhabi,ITA,,Italia,Emirati Arabi Uniti,Manuale,No information provided,LOW,Emirati Arabi Uniti,ITA,5,Italia,15.0
Viaggiatori entrati nel Sistema,LIN,LCY,2024-01-21 13:45:00,Linate,London City,Milano,London,ITA,,Italia,Regno Unito,NSIS,No information provided,LOW,Regno Unito,ITA,2,Italia,72.0
Allarmi Rilevanti,BLQ,DXB,2024-01-19 08:55:00,Guglielmo Marconi,Dubai International,Bologna,Dubai,ITA,,Italia,Emirati Arabi Uniti,INTERPOL,No information provided,LOW,Emirati Arabi Uniti,ITA,8,Italia,1.0
Notifica Atti/Provv,TRN,TIA,2024-01-09 06:55:00,Sandro Pertini,Rinas Mother Teresa,Torino,Tirana,ITA,ALB,Italia,Albania,NSIS,No information provided,LOW,Albania,ITA,1,Italia,1.0
Allarmi generati da SDI/NSIS,FCO,LHR,2024-01-12 11:55:00,Fiumicino,London Heathrow,Roma,London,ITA,,Italia,Regno Unito,INTERPOL,No information provided,LOW,Regno Unito,ITA,5,Italia,3.0
Voli con Allarmi,FCO,SAW,2024-02-16 10:40:00,Fiumicino,Sabiha Gokcen,Roma,Istanbul,ITA,,Italia,Turchia,NSIS,No information provided,LOW,Turchia,ITA,5,Italia,1.0
Voli disponibili in ingresso al Sistema,TRN,LGW,2024-01-04 08:55:00,Sandro Pertini,London Gatwick,Torino,London,ITA,,Italia,Regno Unito,SDI,No information provided,LOW,Regno Unito,ITA,1,Italia,1.0
Viaggiatori entrati nel Sistema,FCO,LHR,2024-01-18 07:00:00,Fiumicino,London Heathrow,Roma,London,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,5,Italia,148.0
Voli disponibili in ingresso al Sistema,VCE,IST,2024-01-27 13:05:00,Venezia Marco Polo,Havalimani,Venezia,Istanbul,ITA,,Italia,Turchia,NSIS,No information provided,LOW,Turchia,ITA,4,Italia,1.0
Allarmi Chiusi,FCO,DEL,2024-01-17 03:45:00,Fiumicino,Indira Gandhi International,Roma,New Delhi,ITA,IND,Italia,India,No information provided,No information provided,LOW,India,ITA,5,Italia,16.0
Voli con Allarmi,FCO,CAI,2024-01-14 10:00:00,Fiumicino,Cairo International,Roma,Cairo,ITA,EGY,Italia,Egitto,Manuale,No information provided,LOW,Egitto,ITA,5,Italia,1.0
Voli disponibili in ingresso al Sistema,FCO,RUH,2024-01-17 09:30:00,Fiumicino,King Khaled International,Roma,Riyadh,ITA,,Italia,Arabia Saudita,SDI,No information provided,LOW,Arabia Saudita,ITA,5,Italia,1.0
Allarmi Chiusi,AOI,STN,2024-01-26 18:25:00,Falconara,Stansted,Ancona,London,ITA,,Italia,Regno Unito,TSC,Alert manuale,LOW,Regno Unito,ITA,8,Italia,13.0
Nulla a procedere SDI,NAP,LGW,2024-01-19 14:40:00,Napoli Capodichino,London Gatwick,Napoli,London,ITA,,Italia,Regno Unito,SDI,No information provided,LOW,Regno Unito,ITA,6,Italia,4.0
"Voli solo visualizzati, ma NON investigati",MXP,IST,2024-01-30 12:35:00,Malpensa,Havalimani,Milano,Istanbul,ITA,,Italia,Turchia,NSIS,No information provided,LOW,Turchia,ITA,2,Italia,1.0
Allarmi generati da SDI/NSIS,VCE,LHR,2024-01-17 17:00:00,Venezia Marco Polo,London Heathrow,Venezia,London,ITA,,Italia,Regno Unito,INTERPOL,No information provided,LOW,Regno Unito,ITA,4,Italia,4.0
Viaggiatori investigati,MXP,HRG,2024-01-02 13:05:00,Malpensa,Hurghada International,Milano,Hurghada,ITA,EGY,Italia,Egitto,TSC,No information provided,LOW,Egitto,ITA,2,Italia,
Voli disponibili in ingresso al Sistema,BLQ,CMN,2024-01-12 12:50:00,Guglielmo Marconi,Mohamed V,Bologna,Casablanca,ITA,MAR,Italia,Marocco,SDI,Passeggero noto,LOW,Marocco,ITA,8,Italia,1.0
Voli disponibili in ingresso al Sistema,PMO,IST,2024-01-05 07:55:00,Punta Raisi,Havalimani,Palermo,Istanbul,ITA,,Italia,Turchia,SDI,No information provided,LOW,Turchia,ITA,7,Italia,1.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),MXP,LGW,2024-01-14 09:35:00,Malpensa,London Gatwick,Milano,London,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,2,Italia,1.0
Viaggiatori entrati nel Sistema,FCO,RMO,2024-02-15 06:00:00,Fiumicino,Chisinau International Airport,Roma,Chisinau,ITA,MDA,Italia,Moldavia,SDI,No information provided,LOW,Moldavia,ITA,5,Italia,93.0
Viaggiatori entrati nel Sistema,TSF,TIA,2024-01-02 20:20:00,Treviso-Sant'Angelo,Rinas Mother Teresa,Treviso,Tirana,ITA,ALB,Italia,Albania,INTERPOL,No information provided,LOW,Albania,ITA,4,Italia,177.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),CIA,MAN,2024-02-02 06:45:00,Ciampino,Manchester,Roma,Manchester,ITA,,Italia,Regno Unito,TSC,No information provided,LOW,Regno Unito,ITA,5,Italia,1.0
"Voli solo visualizzati, ma NON investigati",MXP,JED,2024-02-25 00:00:00,Malpensa,King Abdulaziz International,Milano,Jeddah,ITA,,Italia,Arabia Saudita,No information provided,No information provided,LOW,Arabia Saudita,ITA,2,Italia,1.0
Nulla a procedere SDI,PMF,RMO,2024-01-31 13:40:00,Parma,Chisinau International Airport,Parma,Chisinau,ITA,MDA,Italia,Moldavia,No information provided,No information provided,LOW,Moldavia,ITA,8,Italia,
Viaggiatori entrati nel Sistema,FCO,ICN,2024-02-14 13:20:00,Fiumicino,Incheon International,Roma,Seoul,ITA,,Italia,Corea Del Sud,NSIS,No information provided,LOW,Corea Del Sud,ITA,5,Italia,278.0
Allarmi generati da SDI/NSIS,LIN,LHR,2024-01-12 00:00:00,Linate,London Heathrow,Milano,London,ITA,,Italia,Regno Unito,INTERPOL,No information provided,LOW,Regno Unito,ITA,2,Italia,3.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),FCO,TIA,,Fiumicino,Rinas Mother Teresa,Roma,Tirana,ITA,ALB,Italia,Albania,TSC,No information provided,LOW,Albania,ITA,5,Italia,1.0
Voli disponibili in ingresso al Sistema,PSR,STN,2024-01-02 16:30:00,Liberi,Stansted,Pescara,London,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,9,Italia,1.0
Voli disponibili in ingresso al Sistema,TSF,RAK,2024-01-18 12:00:00,Treviso-Sant'Angelo,Menara,Treviso,Marrakech,ITA,MAR,Italia,Marocco,No information provided,No information provided,LOW,Marocco,ITA,4,Italia,1.0
Allarmi Chiusi,CAG,STN,2024-02-04 20:15:00,Elmas,London Stansted,Cagliari,London,ITA,,Italia,Regno Unito,Manuale,No information provided,LOW,Regno Unito,ITA,5,Italia,10.0
Viaggiatori con Allarmi,FCO,SAW,2024-02-13 11:00:00,Fiumicino,Sabiha Gokcen,Roma,Istanbul,ITA,,Italia,Turchia,Manuale,No information provided,LOW,Turchia,ITA,5,Italia,2.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),BGY,CMN,2024-01-01 13:50:00,Orio Al Serio,Mohamed V,Bergamo,Casablanca,ITA,MAR,Italia,Marocco,Manuale,No information provided,LOW,Marocco,ITA,2,Italia,1.0
Allarmi generati da SDI/NSIS,LIN,LHR,2024-02-01 15:00:00,Linate,London Heathrow,Milano,London,ITA,,Italia,Regno Unito,INTERPOL,No information provided,LOW,Regno Unito,ITA,2,Italia,4.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),FCO,EZE,2024-02-25 13:45:00,Fiumicino,Ezeiza Ministro Pistarini,Roma,Buenos Aires,ITA,ARG,Italia,Argentina,NSIS,No information provided,LOW,Argentina,ITA,5,Italia,
Allarmi generati da SDI/NSIS,BGY,SAW,2024-02-18 13:15:00,Orio Al Serio,Sabiha Gokcen,Bergamo,Istanbul,ITA,,Italia,Turchia,Manuale,No information provided,LOW,Turchia,ITA,2,Italia,8.0
Allarmi generati da SDI/NSIS,MXP,SSH,2024-01-16 19:20:00,Malpensa,Sharm El-Sheikh International,Milano,Sharm El Sheikh,ITA,EGY,Italia,Egitto,SDI,No information provided,LOW,Egitto,ITA,2,Italia,21.0
Respinto/a,BLQ,TIA,2024-01-30 18:10:00,Guglielmo Marconi,Rinas Mother Teresa,Bologna,Tirana,ITA,ALB,Italia,Albania,TSC,No information provided,LOW,Albania,ITA,8,Italia,1.0
Viaggiatori con Allarmi,MXP,DOH,2024-02-16 08:55:00,Malpensa,Hamad International,Milano,Doha,ITA,QAT,Italia,Qatar,No information provided,No information provided,LOW,Qatar,ITA,2,Italia,22.0
Viaggiatori con Allarmi,MXP,CAI,2024-02-05 09:35:00,Malpensa,Cairo International,Milano,Cairo,ITA,EGY,Italia,Egitto,INTERPOL,No information provided,LOW,Egitto,ITA,2,Italia,16.0
Viaggiatori entrati nel Sistema,FCO,JFK,2024-01-26 17:50:00,Fiumicino,John F. Kennedy International,Roma,New York,ITA,,Italia,Stati Uniti,NSIS,No information provided,LOW,Stati Uniti,ITA,5,Italia,214.0
Viaggiatori con Allarmi,BGY,EMA,2024-01-28 10:20:00,Orio Al Serio,East Midlands,Bergamo,Derby,ITA,,Italia,Regno Unito,INTERPOL,No information provided,LOW,Regno Unito,ITA,2,Italia,22.0
"Voli solo visualizzati, ma NON investigati",MXP,RAK,2024-02-26 17:05:00,Malpensa,Menara,Milano,Marrakech,ITA,MAR,Italia,Marocco,Manuale,No information provided,LOW,Marocco,ITA,2,Italia,1.0
Viaggiatori entrati nel Sistema,MXP,MLE,2024-02-13 11:15:00,Malpensa,Male International,Milano,Male,ITA,MDV,Italia,Maldive,TSC,No information provided,LOW,Maldive,ITA,2,Italia,363.0
